Brand,Description,Category_by_gender,Discount Price (in Rs.),Original Price (in Rs.),Color
triveni,Geometric Print Saree with Tassels,Women,"2,505","7,829",orange
elle,Smoked Top with Puffed Sleeve,Women,"1,999","1,999",lavender
spera,Colourblock Flared Kurta with Embroidery,Women,"1,389","3,562",multi
spera,Colourblock Flared Kurta with Embroidery,Women,"1,211","2,422",multi
nehamta,Leaf Print Straight Kurta with Mock Buttons,Women,517,"1,056",black
nehamta,Woven Pattern Straight Kurta,Women,516,"2,399",black
silk-land,Banarasi Silk Saree with Blouse Piece,Women,"2,475","4,125",green
juniper,Shimmery Palazzos with Drawstring Waistband,Women,809,"1,499",ecru
indibelle,Printed Straight Kurta Set,Women,"1,428","3,399",yellow
kazo,Cartoon Print Round Neck Sweatshirt,Women,"1,395","2,790",purple
kazo,A-line Dress with Tie-Up,Women,996,"2,490",navy
kazo,Striped V-neck Jumpsuit,Women,"3,490","3,490",pink
kazo,Embellished Sheath Dress,Women,"3,490","3,490",maroon
readiprint-fashions,Embellished Georgette Saree,Women,"5,300","10,600",pink
janasya,Woven Design Saree with Blouse Piece ,Women,898,"2,089",navy
i-saw-it-first,Mid-Wash Distressed Skinny Jeans,Women,"3,599","3,599",darkwash
truebrowns,Floral Print V-neck Slip-On Blouse,Women,"2,299","2,299",purple
charu,Embellished Straight Kurta,Women,925,"3,699",purple
styleelite,Traditional Saree with Blouse Piece,Women,"2,000","3,999",black
elle,Layered Top with Ruffed Sleeve ,Women,"1,839","2,299",blue
silvertraq,Hooded Jacket with Flap Pockets,Women,"2,799","2,799",black
styleelite,Floral Print Traditional Saree with Tassels ,Women,"1,250","2,499",grey
charu,Printed Straight Kurta,Women,750,"2,999",grey
delis,Floral Print Top with Back Knot,Women,540,"1,350",beige
silvertraq,Camouflage Print T-shirt,Women,750,"1,400",black
silvertraq,Crop Hoodie with Zip Closure,Women,"1,450","2,180",blue
popnetic,Sleeveless Short-length  Top,Women,839,"1,399",blue
fame-forever-by-lifestyle,Geometric Print Round-neck Top,Women,599,599,magenta
silvertraq,Camouflage Non-Wired Full Coverage Sports Bra,Women,"1,200","1,800",black
yamamay,Lace Brazilian Briefs,Women,"1,599","1,599",pink
delis,High-Neck Top with Ruffle Overlay,Women,518,"1,295",orange
styleelite,Traditional Saree with Lace Border,Women,"1,150","2,299",green
akiya,Floral Print Boat-Neck Top,Women,585,"1,299",white
max,Graphic Print Crew-Neck T-shirt,Women,599,599,red
namma-ooru-trend,Round-Neck Top with Tie-Ups,Women,360,999,yellow
hive-91,Top with Notched Neckline,Women,399,749,red
jinal-jinal,Floral Printed Cotton Blend Zari Border Saree With Blouse Piece ,Women,799,"1,776",orange
styleelite,Traditional Saree with Blouse Piece,Women,"1,500","2,999",navy
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,990,"2,199",navy
clovia,Pack of 2 Animal Print Hipster Panties ,Women,599,998,multi
silvertraq,Logo Print Tank Top,Women,725,"1,350",purple
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,990,"2,199",grey
styleelite,Floral Woven Traditional Saree,Women,"1,150","2,299",navy
okane,Typographic Crew-Neck T-shirt,Women,559,699,navy
triveni,Printed Traditional Saree with Blouse Piece,Women,"3,097","9,679",orange
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,720,"1,599",red
triveni,Floral Print Georgette Saree,Women,"1,987","6,209",pink
styleelite,Paisley Print Traditional Saree with Zari Accent ,Women,"1,150","2,299",green
triveni,Jacquard Silk Traditional Saree  ,Women,"2,886","9,019",green
7th-fab-tomorrow-s-fashion,Striped Woven Saree,Women,"1,000","4,999",multi
triveni,Embellished Georgette Saree ,Women,"3,481","10,879",yellow
styleelite,Floral Woven Traditional Saree,Women,"1,150","2,299",maroon
ginger-by-lifestyle,Typographic Print Crop Top,Women,799,799,red
styleelite,Polka-Dot Pattern Saree with Blouse Piece,Women,"1,150","2,299",green
diva-walk-exclusive,Shirt Dress with Mask,Women,810,"2,699",red
styleelite,Traditional Saree,Women,"1,100","2,199",navy
silvertraq,Jacket with Flap closure,Women,"1,500","2,190",purple
satrani,Sequence Work Slip-on Blouse,Women,602,"1,719",beige
marigold-by-fablestreet,Checked Straight Kurta,Women,"2,695","2,695",pink
griva-designer,Embellished Party Wear Saree,Women,"1,200","5,999",red
griva-designer,Printed Traditional Saree with Blouse Piece  ,Women,900,"5,999",blue
siril,Floral Print Zari Woven Saree,Women,463,"1,322",pink
ginger-by-lifestyle,Nylon Tummy Shaper,Women,899,899,black
akiya,Embroidered Round-Neck Top,Women,779,"1,299",black
delis,Polyester Short Sleeve Top,Women,518,"1,295",yellow
okane,Typographic Crew-Neck T-shirt,Women,559,699,green
namma-ooru-trend,Round-Neck Top with Tie-Ups,Women,360,999,red
delis,Printed V-neck Top,Women,540,"1,350",navy
ginger-by-lifestyle,Floral Print Skater Dress with Strappy Sleeves,Women,799,799,black
styleelite,Jamdani Floral Pattern Traditional Saree,Women,"1,400","2,799",white
styleelite,Traditional Saree,Women,"1,250","2,499",navy
koi-sleepwear,Floral Print Nightgown with Tie-Up,Women,"1,619","2,699",navy
akiya,Printed A-line Dress,Women,600,"1,999",white
silvertraq,Round-Neck Top with Knot Accent,Women,"1,100","1,549",black
prettify,Floral Embroidered Straight Kurta,Women,750,"1,499",blue
okane,Typographic Crew-Neck T-shirt,Women,559,699,grey
styleelite,Traditional Saree,Women,"1,150","2,299",olive
styleelite,Traditional Saree with Blouse Piece,Women,"1,400","2,799",navy
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,"1,496","3,399",orange
triveni,Floral Print Chiffon Saree,Women,"1,123","3,509",cream
styleelite,Traditional Saree,Women,"1,250","2,499",green
styleelite,Traditional Saree,Women,"1,500","2,999",pink
triveni,Jacquard Silk Traditional Saree    ,Women,"2,259","7,059",yellow
indya,Floral Print A-line Cotton Dress,Women,"1,260","2,100",blue
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,"1,496","3,399",green
ginger-by-lifestyle,High-Rise Jeans with Waist Tie-Up,Women,"2,099","2,099",blue
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,"1,080","2,399",grey
griva-designer,Printed Traditional Saree with Tassels,Women,"2,640","5,999",orange
puma,Slim Fit Tank Top,Women,"2,299","2,299",orange
styleelite,Traditional Saree,Women,"1,350","2,699",peach
puma,Solid Track Pants with Slip Pockets,Women,"2,499","2,499",black
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,"1,496","3,399",green
triveni,Embellished Cotton Saree with Tassels,Women,"1,968","6,149",yellow
griva-designer,Printed Traditional Saree with Tassels,Women,"2,640","5,999",red
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,720,"1,599",red
styleelite,Printed Traditional Saree with Contrast Border,Women,"1,150","2,299",cream
griva-designer,Traditional Saree with Tassels,Women,"1,320","3,999",blue
griva-designer,Zaro Woven Traditional Saree with Tassels ,Women,"2,640","5,999",green
triveni,Embellished Chiffon Saree,Women,"1,094","3,419",pink
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,"1,299","2,886",purple
triveni,Jacquard Silk Traditional Saree      ,Women,"4,694","14,669",pink
styleelite,Traditional Saree with Blouse Piece,Women,"1,250","2,499",grey
silvertraq,Solid Sports Leggings with Elasticated Waist,Women,"1,349","1,999",green
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,990,"2,199",black
smarty-pants,Skinny Fit Flat-Front Trousers,Women,750,"1,499",navy
kotty,Mid-Rise Straight Fit Pants,Women,"1,991","1,999",yellow
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,990,"2,199",pink
styleelite,Traditional Saree,Women,"1,450","2,899",pink
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,720,"1,599",magenta
namma-ooru-trend,Round-Neck Top with Tie-Ups,Women,360,999,peach
7th-fab-tomorrow-s-fashion,Printed Saree with Contrast Border,Women,"1,000","4,999",peach
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,"1,080","2,399",magenta
sitaram-designer,Embroidered Round-Neck Straight Kurta,Women,800,"1,999",indigo
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,799,"1,776",blue
akiya,Lace Collar-Neck Top,Women,650,"1,299",peach
styleelite,Printed Half & Half Saree with Zari Accent ,Women,"1,150","2,299",pink
indethnic,Banarasi Saree with Tassels,Women,"1,680","4,200",black
styleelite,Traditional Saree,Women,"1,150","2,299",pink
triveni,Jacquard Silk Traditional Saree  ,Women,"2,886","9,019",pink
styleelite,Traditional Saree with Lace Border,Women,"1,150","2,299",grey
sitaram-designer,Striped Round-Neck Straight Kurta,Women,800,"1,999",grey
blissta,Tie & Dye Satin Saree with Belt,Women,"1,599","6,395",green
triveni,Embellished Georgette Saree,Women,"1,481","4,629",grey
silvertraq,Track Jacket with Flap Pockets,Women,"1,500","2,190",peach
kotty,Mid-Rise Straight Fit Pants,Women,"1,991","1,999",green
delis,Collar-Neck Top with Bell Sleeve,Women,518,"1,295",grey
jinal-jinal,Embellished Cotton Silk Saree With Blouse Piece ,Women,799,"1,776",green
prettify,Floral Embroidered Straight Kurta,Women,750,"1,499",blue
silvertraq,Camouflage Print T-shirt,Women,750,"1,400",green
styleelite,Traditional Saree,Women,"1,150","2,299",olive
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,800,"1,599",magenta
blissta,Embroidered Traditional Organza Saree ,Women,"1,899","7,595",blue
styleelite,Paisley Print Traditional Saree ,Women,"1,250","2,499",black
styleelite,Traditional Saree with Blouse Piece,Women,"1,150","2,299",blue
hive-91,Top with Notched Neckline,Women,399,749,grey
triveni,Printed Chiffon Saree with Lace Border,Women,"2,377","7,429",green
max,Striped Shirt Dress,Women,999,999,blue
triveni,Floral Print Jacquard Silk Traditional Saree    ,Women,"4,384","13,699",grey
triveni,Floral Print Chiffon Saree,Women,"1,123","3,509",blue
blissta,Tie & Dye Half & Half Satin Saree with Belt,Women,"1,599","6,395",cream
satrani,Sequence Work Slip-on Blouse,Women,551,"1,574",maroon
griva-designer,Printed Traditional Saree ,Women,900,"5,999",yellow
satrani,Sequin Work Back Open Blouse,Women,626,"1,789",white
griva-designer,Embellished Traditional Saree with Blouse Piece ,Women,"1,200","5,999",black
satrani,Sequence Work Slip-on Blouse,Women,551,"1,574",pink
fame-forever-by-lifestyle,Typographic Print Round-Neck Top,Women,299,299,green
styleelite,Floral Print Traditional Saree,Women,"1,750","3,499",mustard
siril,Leaf Print Saree with Blouse Piece ,Women,"1,470","4,199",green
sainoor,Embellished A-line Lehenga Choli Set with Dupatta,Women,"1,919","5,997",gold
styleelite,Printed Traditional Saree with Blouse Piece,Women,"1,400","2,799",red
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,"1,080","2,399",yellow
jinal-jinal,Floral Woven Traditional Saree,Women,"1,496","3,399",orange
guti,Solid Ankle Length Jeans,Women,900,"1,999",blue
silvertraq,Brand Print Round-Neck T-shirt,Women,700,"1,400",yellow
satrani,Embellished Back Open Blouse,Women,456,"1,303",green
siril,Printed Saree with Blouse Piece,Women,494,"1,410",black
satrani,Sequence Work Slip-on Blouse,Women,551,"1,574",red
griva-designer,Embellished Traditional Saree with Blouse Piece ,Women,"1,200","5,999",white
satrani,Textured Front Open Blouse,Women,598,"1,708",gold
satrani,Sequence Work Slip-on Blouse,Women,602,"1,719",black
love-gen,Full Sleeves Denim  Jacket,Women,"2,299","2,299",blue
siril,Printed Saree With Blouse Blouse ,Women,494,"1,410",red
namma-ooru-trend,Round-Neck Top with Tie-Ups,Women,360,999,black
styleelite,Traditional Saree with Contrast Border,Women,"1,400","2,799",orange
elle,Embroidered Top with Ruffled Neck ,Women,"2,999","2,999",blue
styleelite,Printed Traditional Saree with Blouse Piece  ,Women,"1,400","2,799",pink
elle,Floral Print Boat Neck Top,Women,"2,499","2,499",pink
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,720,"1,599",pink
perfectly-average,Solid Straight Fit Pants,Women,"1,999","1,999",pink
triveni,Jacquard Silk Traditional Saree    ,Women,"5,228","16,339",maroon
styleelite,Printed Traditional Saree ,Women,"2,000","3,999",red
triveni,Printed Traditional Saree with Blouse Piece,Women,"3,097","9,679",green
styleelite,Printed Traditional Saree with Blouse Piece,Women,"1,250","2,499",navy
styleelite,Printed Traditional Saree with Blouse Piece,Women,"1,500","2,999",purple
zikaraa,Jamdani Cotton Silk Saree  ,Women,"1,750","3,499",green
triveni,Floral Print Saree,Women,"2,377","7,429",multi
pisara,Floral Print Cotton Saree,Women,750,"2,499",white
styleelite,Printed Traditional Saree with Blouse Piece,Women,"1,500","2,999",navy
satrani,Sequence Work Slip-on Blouse,Women,921,"2,631",white
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,720,"1,599",pink
charu,Embellished Straight Kurta,Women,925,"3,699",green
jinal-jinal,Banarasi Traditional Saree with Blouse Piece,Women,"1,496","3,399",grey
blissta,Tie & Dye Satin Saree with Belt,Women,"1,599","6,395",blue
ginger-by-lifestyle,Solid Body Shaper,Women,899,899,brown
styleelite,Traditional Saree with Lace Border,Women,"1,150","2,299",purple
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,990,"2,199",yellow
jinal-jinal,Floral Woven Traditional Saree,Women,720,"1,599",yellow
styleelite,Traditional Saree with Lace Border,Women,"1,150","2,299",black
jinal-jinal,Banarasi Traditional Saree with Blouse Piece,Women,990,"2,199",red
charu,Embroidered Straight Kurta,Women,900,"3,599",blue
styleelite,Traditional Saree with Lace Border,Women,"1,150","2,299",navy
griva-designer,Printed Traditional Saree with Tassels,Women,"2,640","5,999",purple
triveni,Printed Chiffon Saree with Lace Border,Women,"2,313","7,229",mustard
styleelite,Traditional Saree with Blouse Piece,Women,"1,500","2,999",yellow
styleelite,Printed Traditional Saree with Blouse Piece,Women,"1,250","2,499",blue
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,990,"2,199",beige
jinal-jinal,Paisley Woven Traditional Saree,Women,"1,080","2,399",navy
griva-designer,Traditional Saree with Tassels,Women,"1,320","3,999",mustard
jinal-jinal,Floral Woven Traditional Saree,Women,"1,496","3,399",olive
jinal-jinal,Banarasi Weave Traditional Saree with Blouse Piece,Women,800,"1,599",red
styleelite,Traditional Saree with Blouse Piece,Women,"1,150","2,299",navy
blissta,Tie & Dye Satin Saree with Belt,Women,"1,599","6,395",multi
triveni,Printed Cotton Saree with Tassels,Women,"1,843","5,759",grey
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,990,"2,199",orange
silvertraq,Solid Sports Leggings with Elasticated Waist,Women,"1,550","2,199",green
fashionuma,Geometric Print Jacquard Saree,Women,"1,092","2,799",grey
siril,Printed Border Saree,Women,494,"1,410",blue
zikaraa,Jamdani Cotton Silk Saree  ,Women,"1,750","3,499",grey
griva-designer,Striped Saree,Women,"1,320","3,999",beige
styleelite,Traditional Saree,Women,"1,150","2,299",purple
styleelite,Traditional Saree,Women,"1,150","2,299",pink
triveni,Jacquard Silk Traditional Saree     ,Women,"4,889","15,279",blue
indethnic,Floral Print Banarasi Saree,Women,"2,700","6,750",blue
styleelite,Traditional Saree with Blouse Piece,Women,"1,150","2,299",pink
griva-designer,Printed Traditional Saree with Tassels,Women,"2,640","5,999",teal
zari,Embellished Chiffon Saree,Women,"5,188","6,485",red
jinal-jinal,Blackberry Cotton Silk With Zari Traditional Saree With Blouse Piece ,Women,"1,665","3,699",multi
styleelite,Printed Traditional Saree with Blouse Piece,Women,"1,500","2,999",orange
griva-designer,Zaro Woven Traditional Saree with Tassels ,Women,"2,640","5,999",navy
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,"1,299","2,886",magenta
triveni,Jacquard Silk Traditional Saree   ,Women,"2,886","9,019",gold
satrani,Sequence Work Slip-on Blouse,Women,551,"1,574",beige
griva-designer,Printed Saree with Gota Patti Work,Women,"1,020","2,999",green
jinal-jinal,Cotton Silk Weave Saree with Blouse Piece,Women,"1,080","2,399",green
styleelite,Traditional Saree,Women,"1,150","2,299",pink
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,720,"1,599",green
styleelite,Traditional Saree,Women,"1,250","2,499",blue
jinal-jinal,Floral Printed Cotton Blend Zari Border Saree With Blouse Piece ,Women,"1,665","3,699",black
styleelite,Traditional Saree with Blouse Piece,Women,"1,400","2,799",pink
styleelite,Traditional Saree,Women,"1,250","2,499",maroon
jinal-jinal,Jacquard Woven Traditional Saree with Blouse Piece,Women,990,"2,199",navy
styleelite,Traditional Saree,Women,"1,050","2,099",peach
griva-designer,Printed Traditional Saree with Tassels,Women,"2,640","5,999",yellow
styleelite,Printed Traditional Saree with Zari Accent ,Women,"1,150","2,299",maroon
guti,Solid Ankle Length Jeans,Women,900,"1,999",black
styleelite,Floral Woven Traditional Saree,Women,"1,150","2,299",grey
styleelite,Printed Traditional Saree ,Women,"1,250","2,499",red
guti,Solid Ankle Length  Jeans,Women,900,"1,999",grey
ginger-by-lifestyle,Sleeveless Sheath Dress with Slit,Women,"1,299","1,299",green
griva-designer,Zaro Woven Traditional Saree with Tassels ,Women,"2,640","5,999",red
jinal-jinal,Floral Woven Traditional Saree,Women,799,"1,776",pink
blissta,Floral Embroidered Traditional Organza Saree ,Women,"1,999","7,995",pink
styleelite,Printed Traditional Saree with Blouse Piece,Women,"1,500","2,999",yellow
styleelite,Floral Woven Traditional Saree with Blouse Piece,Women,"1,400","2,799",green
styleelite,Floral Woven Traditional Saree,Women,"1,250","2,499",magenta
styleelite,Traditional Saree with Contrast Border ,Women,"1,250","2,499",red
griva-designer,Traditional Saree with Tassels,Women,"1,320","3,999",black
griva-designer,Printed Traditional Saree ,Women,900,"5,999",peach
styleelite,Traditional Saree,Women,"1,500","2,999",blue
blissta,Bhandini Print Unstitched Dress Material with Mask,Women,"1,099","4,395",navy
triveni,Embellished Saree with Contrast Border,Women,"2,377","7,429",green
siril,Leaf Print Saree with Blouse Piece ,Women,"1,470","4,199",purple
anvi-be-yourself,Textured Slim Fit Strappy Top,Women,558,"1,298",mustard
anvi-be-yourself,Strappy Bodycon Dress,Women,980,"1,999",black
anvi-be-yourself,Embroidered Top with Skirt Set,Women,"1,553","3,698",red
anvi-be-yourself,Striped Top with Palazzos Set,Women,"1,259","2,798",grey
anvi-be-yourself,Round-Neck Bodycon Dress,Women,"1,020","3,000",black
anvi-be-yourself, Straight Fit Palazzo Pant ,Women,999,"1,998",blue
anvi-be-yourself,Leaf Print Fit & Flare Dress,Women,"1,553","3,698",blue
anvi-be-yourself,Tie & Dye Print A-line Dress with Tie-Up,Women,"1,000","1,999",multi
anvi-be-yourself,Round-Neck A-line Dress,Women,986,"2,900",green
anvi-be-yourself,Animal Print V-neck Tiered Dress,Women,990,"3,000",black
anvi-be-yourself,Graphic Printed Jumpsuit,Women,"1,150","2,499",white
anvi-be-yourself,Striped Crop Woven Top,Women,558,"1,298",green
anvi-be-yourself,Slim Fit Strappy Crop Top,Women,558,"1,298",red
anvi-be-yourself,Dobby Flared Skirt,Women,999,"1,998",mustard
anvi-be-yourself,Striped Palazzo Pants,Women,999,"1,998",green
anvi-be-yourself,Sleeveless Woven Crop Top,Women,558,"1,298",blue
anvi-be-yourself,Lace Top with Skirt Set,Women,"3,698","3,698",black
clovia,Tie & Dye Cotton Hipster Panties,Women,299,499,purple
styleelite,Floral Print Traditional Saree,Women,"1,750","3,499",blue
and,Flared Dress with Tie-Up,Women,"1,215","2,699",blue
and,Shirt with Front Tie-Up,Women,990,"2,199",beige
global-desi,Floral Print Fit & Flare Dress,Women,"1,575","3,499",indigo
global-desi,Printed Flared Kurta,Women,"1,260","2,799",wine
and,Floral Print Button-Down Top,Women,810,"1,799",offwhite
global-desi,Floral Print Round-Neck Top,Women,989,"1,799",white
and,Striped Top with Ruffled Neckline,Women,700,"1,999",bluemelange
and,Panelled Shirt Dress with Waist Tie-Up,Women,"1,575","3,499",navy
and,Sports Bra with Back Cut-Out,Women,350,"1,399",blue
and,Embroidered Shift Dress,Women,900,"1,999",navy
and,Striped Shift Dress with Raglan Sleeves,Women,"1,125","2,499",assorted
and,Ribbed Tank Top,Women,360,799,inkblue
and,Racer-Back Tank Top,Women,427,949,white
and,Floral Print Bomber Jacket with Insert Pockets,Women,"1,035","2,299",aqua
and,Button-Down Peplum Top,Women,765,"1,699",white
and,Woven Shift Dress with Insert Pocket,Women,900,"1,999",teal
global-desi,Floral Print A-line Dress,Women,"1,575","3,499",darkgrey
and,Front-Open Shrug with Shawl Collar,Women,450,999,offwhite
and,V-neck Mini Shift Dress,Women,"1,035","2,299",green
aurelia,Mid-Calf Length Pants with Insert Pockets,Women,306,899,natural
aurelia,Straight Kurta with Roll-Up Sleeve Tabs,Women,405,899,yellow
iscenery-by-vero-moda,Gigi Houndstooth Print Fit & Flare Dress,Women,"1,799","1,799",black
siyahi,Printed Mandarin Collared Top,Women,599,599,offwhite
iscenery-by-vero-moda,Octavia V-neck Top,Women,"1,299","1,299",darknavy
bhama-couture,Floral Print Round-Neck Top,Women,720,"1,799",blue
bhama-couture,Scallop Print Round-Neck A-line Kurta Set,Women,"1,512","3,599",navy
ethnic-junction,Floral Embroidered Unstitched Dress Material,Women,850,"2,428",white
global-desi,Floral Pattern A-line Kurta,Women,"2,999","2,999",rust
hritika,Geometric Printed Traditional Saree,Women,320,"1,599",burgundy
hritika,Digital Printed Traditional Saree,Women,320,"1,599",blue
hritika,Polka-Dot Print Silk Saree ,Women,394,"2,189",green
hritika,Polka-Dot Print Silk Saree ,Women,394,"2,189",red
hritika,Geometric Print Georgette Saree,Women,662,"3,311",red
hritika,Polka-dot Printed Saree with Blouse Piece,Women,394,"2,189",grey
mimosa,Saree with Woven Motifs,Women,"1,806","4,299",grey
ginger-by-lifestyle,Solid  Skinny Ripped Jeans,Women,750,"1,499",blue
mahotsav,Floral Woven Traditional Saree,Women,"1,040","2,599",green
mahotsav,Floral Woven Traditional Saree,Women,"1,040","2,599",peach
mahotsav,Embellished Silk Saree with Lace Border,Women,"1,420","3,549",green
mahotsav,Silk Blend Woven Design Saree ,Women,"1,040","2,599",green
mahotsav,Woven Silk Traditional Saree,Women,"1,040","2,599",pink
mahotsav,Cotton Blend Woven Design Saree ,Women,"1,040","2,599",pink
mahotsav,Floral Woven Traditional Saree,Women,"1,040","2,599",green
mahotsav,Floral Print Silk Saree,Women,"1,140","2,849",grey
mahotsav,Silk Blend Woven Design Saree,Women,"1,040","2,599",grey
mahotsav,Woven Silk Traditional Saree,Women,"1,040","2,599",beige
mahotsav,Floral Woven Traditional Saree,Women,"1,040","2,599",beige
mahotsav,Saree with Floral Woven Motifs,Women,852,"2,129",maroon
mahotsav,Saree with Floral Woven Motifs,Women,852,"2,129",pink
mahotsav,Saree with Floral Woven Motifs,Women,852,"2,129",navy
mahotsav,Saree with Floral Woven Motifs,Women,"1,052","2,629",grey
mahotsav,Striped Saree with Zari Border,Women,"1,140","2,849",blue
mahotsav,Saree with Geometric Woven Motifs,Women,"1,280","3,199",cream
mahotsav,Floral Embroidered Traditional Saree,Women,"1,420","3,549",yellow
mahotsav,Floral Print Saree with Blouse Piece,Women,"1,112","2,779",beige
mahotsav,Saree with Floral Woven Motifs,Women,"1,280","3,199",yellow
mahotsav,Saree with Floral Woven Motifs,Women,"1,052","2,629",purple
mahotsav,Saree with Floral Woven Motifs,Women,852,"2,129",green
mahotsav,Saree with Floral Woven Motifs,Women,"1,052","2,629",green
mahotsav,Embellished A-line Dress,Women,952,"2,379",yellow
mahotsav,Embellished  A-line Dress,Women,952,"2,379",maroon
mahotsav,Polka-Dot Print Back-Open Blouse,Women,592,"1,479",orange
mahotsav,Embellished Round-Neck Back-Open Blouse,Women,672,"1,679",purple
mahotsav,Embellished Round-Neck Back-Open Blouse,Women,672,"1,679",gold
marks-spencer,Heart Print T-shirt & Pyjama  Set,Women,"1,680","3,499",red
clovia,Lace Hipsters with Elasticated Waistband,Women,250,499,blue
mimosa,Mimosa Women's Kanjivaram Art Silk Saree With Unstiched Brocade Blouse  (5567-617-2D-ST-WT ) Saree,Women,"2,583","6,299",pink
united-colors-of-benetton,Round-Neck Blouse with Pintucks,Women,"1,250","2,499",purple
avaasa-set,Printed Straight Kurta with Palazzos,Women,"1,499","1,499",ltaqua
siyahi,Paisley Print Round-Neck Straight Kurta,Women,599,599,peach
avaasa-mix-n-match,Printed Straight Kurta with Embroidered Yoke,Women,699,699,coral
dnmx,Lightly Washed Skinny Fit Jeans,Women,"1,039","1,299",mediumblue
fame-forever-by-lifestyle,Cotton Round-Neck Top,Women,209,299,purple
ginger-by-lifestyle,Striped Sleeveless Top,Women,599,599,maroon
marks-spencer,Printed Crew-Neck T-shirt,Women,799,799,cream
marks-spencer,Embroidered Under-Wired T-shirt Bra,Women,"2,499","2,499",black
marks-spencer,Lace Under-Wired T-shirt Bra,Women,"1,699","1,699",black
marks-spencer,Pack of 2 Hipsters,Women,"1,299","1,299",beige
marks-spencer,Linen Top with Embroidery,Women,"3,999","3,999",black
marks-spencer,Pack of 5 Brazillian Panties,Women,"1,499","1,499",multi
marks-spencer,Lace Brazillian Panties,Women,799,799,purple
marks-spencer,Pack of 5 Printed Bikinis,Women,999,999,blue
marks-spencer,Striped V-neck Pullover,Women,"1,499","1,499",black
marks-spencer,Shirt & Pyjama Set,Women,"3,499","3,499",yellow
marks-spencer,Graphic Print Nightshirt,Women,"2,499","2,499",cream
marks-spencer,Solid Tapered Fit Cargo Pants,Women,"1,500","2,999",khaki
marks-spencer,Embroidered Under-Wired T-shirt Bra,Women,"2,499","2,499",orange
marks-spencer,Pack of 2 Hipsters,Women,"1,299","1,299",beige
marks-spencer,Zip-Front Hoodie with Split Kangaroo Pockets,Women,"2,999","2,999",burgundy
marks-spencer,Graphic Print T-Shirt & Shorts Set,Women,"1,499","1,499",pink
marks-spencer,Floral print Loungewear Set with Eye Mask,Women,"3,499","3,499",cream
marks-spencer,Floral Print Loungewear Set,Women,"2,999","2,999",pink
marks-spencer,Animal Print Nightgown,Women,"1,499","1,499",pink
marks-spencer,Pack of 5 Printed Bikinis,Women,999,999,blue
marks-spencer,Graphic Print Top & Pyjama Set,Women,"2,499","2,499",yellow
marks-spencer,Printed Top & Pyjama Set,Women,"2,999","2,999",blue
marks-spencer,Shirt with Patch Pocket,Women,"2,999","2,999",blue
marks-spencer,Floral Print Chemise,Women,"1,699","1,699",pink
marks-spencer,Printed Top & Shorts Set,Women,"1,999","1,999",blue
marks-spencer,Graphic Print Loungewear Set,Women,"1,999","1,999",pink
marks-spencer,Non-Wired T-shirt Bra,Women,"2,499","2,499",purple
marks-spencer,Polka-Dot Print Nightgown,Women,"1,699","1,699",navy
marks-spencer,Printed T-Shirt & Shorts Set,Women,"1,499","1,499",green
marks-spencer,Solid Tapered Fit Trousers,Women,"1,500","2,999",blue
marks-spencer,Floral Print Tapered Fit Pleat-Front Pants,Women,"1,500","2,999",black
marks-spencer,Brazillian Panties with Lace Panel,Women,799,799,black
marks-spencer,Solid Blouson Top with Drawstring Tie,Women,"1,000","1,999",purple
marks-spencer,Striped Loungewear Set,Women,"3,499","3,499",black
marks-spencer,Solid Tapered Fit Trousers,Women,"1,500","2,999",red
marks-spencer,Pack of 2 Graphic Print Nightgowns,Women,"2,999","2,999",nude
marks-spencer,Graphic Print T-shirt & Pyjama  Set,Women,"1,500","2,999",pink
marks-spencer,Pack of 2 Graphic Print Nightgowns,Women,"2,999","2,999",grey
marks-spencer,Solid Leggings with Elasticated Waistband,Women,"2,999","2,999",grey
marks-spencer,Floral Print Nightgown,Women,"1,999","1,999",cream
